geoid,geoid20,year,denom_total_hh,denom_youth_hh,avg_hh_size,youth_singleparenthh_count,youth_singleparenthh_pct,families_children_count,families_children_pct,living_alone_count,living_alone_pct,same_sex_count,same_sex_pct,opp_sex_count,opp_sex_pct
1400000US06037462302,6037462302,2021,1707,323,1.96,60,18.575851,230,14.705882,272.13599,17.4,9,.52724075,530,31.048624
1400000US06037462400,6037462400,2021,1564,660,2.5699999,68,10.30303,357,25.123152,480.298,33.799999,58,3.7084398,806,51.534527
1400000US06037462500,6037462500,2021,2742,1372,2.49,237,17.274052,678,25.750095,832.02802,31.6,0,0,1425,51.969364
1400000US06037462600,6037462600,2021,931,574,2.5699999,53,9.2334499,275,30.760626,342.40201,38.299999,8,.85929108,553,59.398495
1400000US06037462700,6037462700,2021,2501,896,2.3599999,254,28.348215,500,22.036139,555.90503,24.5,31,1.2395042,1076,43.022789
1400000US06037462800,6037462800,2021,1161,598,2.6300001,185,30.936455,300,28.790787,217.778,20.9,14,1.205857,444,38.242893
1400000US06037462900,6037462900,2021,1495,744,2.52,14,1.8817204,412,28.492393,598.64404,41.400002,21,1.4046823,768,51.371239
1400000US06037463000,6037463000,2021,1235,618,2.6800001,110,17.799353,293,27.281191,299.646,27.9,19,1.5384616,649,52.550606
1400000US06037463103,6037463103,2021,2263,1330,2.98,246,18.496241,591,29.893778,749.28302,37.900002,11,.48608044,1205,53.247902
1400000US06037463200,6037463200,2021,1519,487,2.3299999,68,13.963039,270,18.367348,564.48004,38.400002,0,0,726,47.794601
1400000US06037463300,6037463300,2021,916,298,2.3,41,13.758389,188,22.301306,246.15601,29.200001,0,0,432,47.161572
1400000US06037463400,6037463400,2021,2813,736,2.27,195,26.494566,434,17.263325,583.24805,23.200001,46,1.6352649,1154,41.023819
1400000US06037463500,6037463500,2021,2841,689,2.0699999,0,0,311,13.706479,451.53101,19.9,38,1.3375572,923,32.48856
1400000US06037463601,6037463601,2021,3729,595,1.76,45,7.563025,336,10.275229,667.08002,20.4,66,1.7699115,1280,34.325558
1400000US06037463602,6037463602,2021,3666,564,1.76,0,0,358,11.052794,595.97601,18.4,3,.081833057,1302,35.515549
1400000US06037463700,6037463700,2021,1995,391,2.05,129,32.992329,215,13.539042,498.63199,31.4,41,2.0551379,839,42.055138
1400000US06037463800,6037463800,2021,1621,1160,2.8099999,172,14.827586,521,35.274204,573.07599,38.799999,67,4.1332512,973,60.024677
1400000US06037463900,6037463900,2021,1713,332,2.1700001,52,15.662651,201,14.586357,680.73199,49.400002,37,2.1599534,762,44.483364
1400000US06037464000,6037464000,2021,2743,918,2.24,54,5.8823528,413,16.761364,712.09601,28.9,48,1.7499088,1168,42.581116
1400000US06037464101,6037464101,2021,891,354,2.8199999,11,3.1073446,155,20.051746,388.819,50.299999,25,2.8058362,593,66.554436
1400000US06037464102,6037464102,2021,1473,1084,3.74,63,5.8118081,452,37.729549,548.68402,45.799999,14,.9504413,931,63.204346
1400000US06037464200,6037464200,2021,2157,1402,2.97,136,9.700428,628,31.862,794.31299,40.299999,10,.46360686,1422,65.924896
1400000US06037480002,6037480002,2021,1312,715,3.1500001,155,21.678322,280,22.45389,623.5,50,0,0,893,68.064026
1400000US06037480011,6037480011,2021,1849,1347,2.98,307,22.791388,602,34.341129,487.33398,27.799999,27,1.4602488,853,46.133045
1400000US06037480012,6037480012,2021,1775,938,2.8900001,148,15.778252,560,33.633633,632.70001,38,9,.50704223,1062,59.830986
1400000US06037480101,6037480101,2021,1373,856,3.1400001,248,28.971962,488,37.251907,529.23999,40.400002,0,0,782,56.95557
1400000US06037480102,6037480102,2021,1433,897,3.29,49,5.4626532,351,26.732674,531.76501,40.5,7,.48848569,893,62.316818
1400000US06037480201,6037480201,2021,1312,620,2.95,136,21.935484,312,27.154047,357.33899,31.1,9,.68597561,704,53.658535
1400000US06037480202,6037480202,2021,1080,515,2.7,73,14.174757,231,24.0625,489.60001,51,6,.55555558,534,49.444443
1400000US06037480302,6037480302,2021,1770,816,2.4300001,51,6.25,409,23.641619,617.60999,35.700001,21,1.1864407,931,52.598869
1400000US06037480303,6037480303,2021,1611,873,2.8599999,330,37.800686,444,28.719276,352.48798,22.799999,46,2.8553693,745,46.244568
1400000US06037480304,6037480304,2021,1971,681,2.3499999,261,38.325993,284,15.570175,454.17599,24.9,9,.45662099,700,35.514969
1400000US06037480400,6037480400,2021,2424,780,2.52,33,4.2307692,374,16.892502,841.32001,38,58,2.3927393,1235,50.948845
1400000US06037480500,6037480500,2021,2353,995,2.4300001,16,1.6080402,523,24.201759,654.78296,30.299999,0,0,1340,56.948578
1400000US06037480601,6037480601,2021,1688,1148,2.52,232,20.209059,631,39.143921,161.2,10,39,2.3104265,806,47.748814
1400000US06037480602,6037480602,2021,1856,854,2.4200001,199,23.302107,547,32.386028,280.37399,16.6,7,.37715518,962,51.831898
1400000US06037480702,6037480702,2021,1815,1189,2.8299999,95,7.9899073,644,39.148937,556.01001,33.799999,41,2.2589531,1173,64.628098
1400000US06037480703,6037480703,2021,1369,981,3.1300001,139,14.169215,476,34.948605,344.586,25.299999,0,0,870,63.550037
1400000US06037480704,6037480704,2021,2006,1050,2.3399999,175,16.666666,524,27.93177,412.72,22,0,0,836,41.674976
1400000US06037480802,6037480802,2021,1127,521,2.8399999,99,19.001919,232,20.585625,546.59497,48.5,40,3.5492458,617,54.747116
1400000US06037480803,6037480803,2021,1251,577,2.71,121,20.970537,267,22.139303,393.15598,32.599998,35,2.7977617,619,49.480415
1400000US06037480804,6037480804,2021,1998,974,2.79,187,19.199179,455,24.647888,531.64801,28.799999,25,1.2512512,994,49.749748
1400000US06037480901,6037480901,2021,1743,640,2.79,65,10.15625,321,19.256149,510.10202,30.6,0,0,841,48.250145
1400000US06037480902,6037480902,2021,1507,1205,3.2,446,37.012447,612,43.373493,325.94101,23.1,17,1.128069,746,49.502323
1400000US06037480903,6037480903,2021,1091,629,2.8499999,125,19.872814,244,23.439001,361.22702,34.700001,0,0,504,46.196152
1400000US06037481001,6037481001,2021,1834,720,2.5999999,149,20.694445,354,20.762463,826.92499,48.5,33,1.7993457,705,38.440567
1400000US06037481002,6037481002,2021,2209,864,2.6199999,110,12.731482,411,20.286278,648.32001,32,77,3.4857402,927,41.964691
1400000US06037481101,6037481101,2021,1519,753,2.74,353,46.87915,369,26.226013,434.763,30.9,18,1.1849902,641,42.198814
1400000US06037481102,6037481102,2021,1350,914,2.9100001,143,15.645514,451,35.206871,294.63,23,41,3.0370371,679,50.296295
1400000US06037481103,6037481103,2021,1914,934,3.04,145,15.524625,367,21.524927,637.67004,37.400002,8,.41797283,865,45.193314
1400000US06037481201,6037481201,2021,1340,978,3.3,111,11.349693,457,35.564201,397.065,30.9,11,.82089549,755,56.343285
1400000US06037481203,6037481203,2021,2087,1093,3.1700001,353,32.296432,500,25.536261,787.11603,40.200001,6,.287494,1117,53.521801
1400000US06037481300,6037481300,2021,848,651,3.95,146,22.427034,268,31.603773,371.42398,43.799999,33,3.8915095,467,55.070755
1400000US06037481401,6037481401,2021,1755,671,3.3199999,105,15.648286,318,19.88743,606.021,37.900002,11,.62678063,870,49.572651
1400000US06037481403,6037481403,2021,933,548,3.6800001,171,31.20438,310,34.254143,343.89999,38,0,0,466,49.946411
1400000US06037481404,6037481404,2021,1225,623,3.3900001,21,3.3707864,347,30.385288,548.15997,48,0,0,593,48.408165
1400000US06037481500,6037481500,2021,1600,459,2.7,127,27.668846,278,18.301514,768.61395,50.599998,12,.75,744,46.5
1400000US06037481603,6037481603,2021,1297,663,2.78,191,28.808447,296,25.716768,339.54501,29.5,9,.69390905,562,43.330765
1400000US06037481604,6037481604,2021,1500,777,2.8199999,184,23.680824,494,34.961075,409.76999,29,30,2,721,48.066666
1400000US06037481605,6037481605,2021,1063,429,2.72,41,9.5571098,245,24.233433,385.19098,38.099998,7,.65851367,490,46.095955
1400000US06037481606,6037481606,2021,1727,835,3.0799999,135,16.167665,458,28.429546,608.95801,37.799999,8,.46323103,930,53.850609
1400000US06037481711,6037481711,2021,1463,567,3.24,162,28.571428,262,19.773584,629.375,47.5,20,1.367054,641,43.814079
1400000US06037481712,6037481712,2021,1757,999,3.0599999,124,12.412413,516,30.193096,570.80603,33.400002,11,.62606716,970,55.207741
1400000US06037481713,6037481713,2021,1165,361,2.8900001,44,12.188366,155,16.012396,389.13602,40.200001,13,1.1158798,467,40.085838
1400000US06037481714,6037481714,2021,987,421,2.8900001,131,31.11639,202,21.218487,493.13599,51.799999,16,1.621074,468,47.416412
1400000US06037481800,6037481800,2021,930,377,2.9200001,97,25.729443,156,18.461538,412.35999,48.799999,15,1.6129032,496,53.333332
1400000US06037481901,6037481901,2021,2078,1024,2.76,245,23.925781,550,26.570047,780.39001,37.700001,22,1.0587103,1179,56.737247
1400000US06037481902,6037481902,2021,1164,643,2.99,161,25.038879,269,24.588665,422.284,38.599998,15,1.2886598,596,51.202747
1400000US06037482001,6037482001,2021,986,453,2.8399999,41,9.0507727,195,21.035599,531.17102,57.299999,8,.81135905,598,60.649086
1400000US06037482002,6037482002,2021,2696,1443,2.73,291,20.166321,631,24.372345,1082.202,41.799999,4,.14836796,1403,52.040058
1400000US06037482101,6037482101,2021,1603,806,3.0599999,116,14.392059,376,25.50882,641.19,43.5,8,.49906427,817,50.966938
1400000US06037482102,6037482102,2021,1132,519,2.8599999,61,11.753372,236,22.097378,570.31201,53.400002,3,.26501766,651,57.508835
1400000US06037482201,6037482201,2021,1386,544,2.95,72,13.235294,271,21.205008,500.97601,39.200001,0,0,668,48.196247
1400000US06037482202,6037482202,2021,1750,967,3.1199999,269,27.817993,417,24.940191,702.23999,42,92,5.257143,916,52.342857
1400000US06037482301,6037482301,2021,1392,1048,4.1300001,94,8.9694653,420,31.460674,571.38,42.799999,0,0,829,59.554596
1400000US06037482303,6037482303,2021,1474,1072,3.6800001,180,16.791044,445,31.672598,576.04999,41,8,.54274082,883,59.905022
1400000US06037482304,6037482304,2021,913,621,3.55,175,28.180355,307,39.208172,251.34299,32.099998,4,.4381161,383,41.949615
1400000US06037482401,6037482401,2021,979,596,3.5,136,22.818792,228,23.89937,371.10602,38.900002,11,1.1235955,550,56.179775
1400000US06037482403,6037482403,2021,900,639,3.78,81,12.676056,391,43.83408,281.87201,31.6,0,0,652,72.444443
1400000US06037482404,6037482404,2021,1184,455,2.5999999,13,2.8571429,310,26.182432,460.57602,38.900002,18,1.5202702,604,51.013512
1400000US06037482502,6037482502,2021,926,716,3.78,184,25.698324,295,35.499397,295.005,35.5,0,0,492,53.131748
1400000US06037482503,6037482503,2021,1072,943,4.0799999,174,18.45175,374,37.663647,373.36798,37.599998,0,0,636,59.328358
1400000US06037482521,6037482521,2021,1533,1032,3.6400001,204,19.767443,328,22.714682,798.53198,55.299999,2,.13046314,852,55.577301
1400000US06037482522,6037482522,2021,1541,621,2.6500001,228,36.714977,340,22.063595,727.35199,47.200001,0,0,759,49.253731
1400000US06037482600,6037482600,2021,2386,1124,3.04,407,36.209965,584,25.886524,1033.2479,45.799999,24,1.0058676,1324,55.49036
1400000US06037482701,6037482701,2021,1429,732,3.0899999,263,35.928963,296,22.238918,533.73096,40.099998,36,2.5192442,555,38.838348
1400000US06037482702,6037482702,2021,867,441,2.95,91,20.63492,183,21.81168,380.06699,45.299999,0,0,460,53.056519
1400000US06037482801,6037482801,2021,1354,837,3.21,166,19.832735,321,24.88372,553.41003,42.900002,40,2.9542098,644,47.562778
1400000US06037500100,6037500100,2021,1186,708,3.3399999,45,6.3559322,276,24.864864,519.47998,46.799999,5,.42158517,887,74.789207
1400000US06037500202,6037500202,2021,1636,959,3.3699999,21,2.189781,410,27.424749,687.70001,46,0,0,1091,66.687042
1400000US06037500203,6037500203,2021,1243,886,3.29,63,7.1106095,373,30.008045,459.91,37,0,0,1001,80.530975
1400000US06037500204,6037500204,2021,970,464,2.3900001,105,22.629311,265,27.719666,378.57599,39.599998,0,0,593,61.134022
1400000US06037500300,6037500300,2021,1155,370,2.48,59,15.945946,198,17.429577,537.328,47.299999,0,0,685,59.307358
1400000US06037500402,6037500402,2021,1247,1187,4.1500001,137,11.541701,496,40.991737,400.50998,33.099998,0,0,750,60.144348
1400000US06037500403,6037500403,2021,1111,731,3.21,216,29.548563,270,25.139666,515.52002,48,0,0,604,54.365437
1400000US06037500404,6037500404,2021,1280,593,3.3699999,24,4.0472174,322,26.545753,591.94397,48.799999,16,1.25,882,68.90625
1400000US06037500500,6037500500,2021,865,648,3.6099999,131,20.216049,295,35.542168,322.87003,38.900002,13,1.5028902,455,52.601154
1400000US06037500600,6037500600,2021,1331,1389,4.3699999,308,22.174227,467,37.449879,391.55798,31.4,9,.67618334,819,61.532681
1400000US06037500700,6037500700,2021,1851,1431,3.8,151,10.552061,467,25.229605,760.76099,41.099998,0,0,1200,64.829819
1400000US06037500800,6037500800,2021,1381,1131,3.8599999,424,37.488949,296,22.238918,496.46298,37.299999,0,0,793,57.422157
1400000US06037500900,6037500900,2021,1878,1193,3.1099999,348,29.170158,463,25.013506,838.50299,45.299999,0,0,818,43.556976
1400000US06037501001,6037501001,2021,762,864,4.27,244,28.24074,340,46.321526,273.048,37.200001,0,0,520,68.24147
1400000US06037501002,6037501002,2021,1364,894,3.45,156,17.449665,414,30.351906,372.37198,27.299999,0,0,1034,75.80645
1400000US06037501200,6037501200,2021,1461,1453,3.53,190,13.076394,578,40.278744,439.11002,30.6,15,1.0266941,902,61.738537
1400000US06037501301,6037501301,2021,1103,532,2.8199999,8,1.5037594,270,25,535.67999,49.599998,0,0,630,57.116955
1400000US06037501302,6037501302,2021,1573,952,2.77,189,19.852942,427,27.145582,552.12299,35.099998,0,0,884,56.198349
1400000US06037501400,6037501400,2021,1284,719,2.77,95,13.212795,327,27.002478,194.97101,16.1,5,.38940811,539,41.978191
1400000US06037501501,6037501501,2021,870,251,2.51,108,43.027889,93,10.979929,348.96402,41.200001,12,1.3793104,423,48.620689
1400000US06037501503,6037501503,2021,1999,1492,3.0699999,444,29.758713,586,31.27001,410.40601,21.9,15,.75037521,781,39.069534
1400000US06037501504,6037501504,2021,1565,690,2.26,172,24.927536,309,20.949152,545.75,37,0,0,578,36.932907
1400000US06037501600,6037501600,2021,2212,1587,2.8299999,388,24.448645,636,28.75226,791.896,35.799999,40,1.8083183,1389,62.79385
1400000US06037501700,6037501700,2021,1384,866,2.8499999,137,15.819861,363,27.375566,494.59799,37.299999,28,2.0231214,760,54.913296
1400000US06037501802,6037501802,2021,1275,848,2.6600001,201,23.702829,406,32.981316,329.90799,26.799999,7,.54901963,576,45.176472
1400000US06037501803,6037501803,2021,1453,1165,3.04,413,35.450645,515,36.242085,160.573,11.3,16,1.1011699,740,50.929111
1400000US06037501804,6037501804,2021,834,596,2.97,132,22.147652,280,36.793694,162.854,21.4,12,1.438849,359,43.045563
1400000US06037501900,6037501900,2021,1340,969,3.3900001,130,13.415893,434,33.66951,431.815,33.5,7,.52238804,894,66.716415
1400000US06037502003,6037502003,2021,730,604,3.5799999,164,27.152317,271,38.222851,161.65199,22.799999,6,.82191783,455,62.328766
1400000US06037502004,6037502004,2021,1029,1156,4.4899998,343,29.67128,267,27.440905,357.091,36.700001,0,0,514,49.951408
1400000US06037502005,6037502005,2021,1268,1339,3.8599999,202,15.085885,390,30.976965,381.47699,30.299999,0,0,731,57.649841
1400000US06037502100,6037502100,2021,1637,1044,2.8499999,280,26.819923,459,28.039097,644.97803,39.400002,0,0,873,53.329262
1400000US06037502200,6037502200,2021,1920,1418,3.71,38,2.6798308,621,32.718651,613.05396,32.299999,31,1.6145834,1241,64.635414
1400000US06037502303,6037502303,2021,2086,2268,4.4299998,881,38.844799,726,36.227547,741.47998,37,25,1.1984659,1009,48.370087
1400000US06037502401,6037502401,2021,1360,1351,3.79,232,17.172464,500,37.009621,444.47903,32.900002,0,0,834,61.323528
1400000US06037502402,6037502402,2021,973,651,3.71,62,9.5238094,211,21.933472,500.23999,52,0,0,608,62.487152
1400000US06037502500,6037502500,2021,1182,785,3.3499999,332,42.292995,365,31.330473,311.05502,26.700001,3,.2538071,642,54.31472
1400000US06037502602,6037502602,2021,1311,861,3.3199999,315,36.585365,394,31.146246,389.62,30.799999,14,1.0678871,577,44.012203
1400000US06037502603,6037502603,2021,797,709,4.29,228,32.15797,189,23.984772,417.64001,53,0,0,490,61.480553
1400000US06037502604,6037502604,2021,1130,730,3.46,133,18.219177,294,26.017698,315.26999,27.9,0,0,911,80.619469
1400000US06037502700,6037502700,2021,2055,1629,3.7,496,30.448128,616,30.954773,593.01996,29.799999,0,0,943,45.888077
1400000US06037502801,6037502801,2021,1862,1527,3.7,535,35.036018,596,33.001106,671.83203,37.200001,0,0,1079,57.948444
1400000US06037502901,6037502901,2021,1563,1160,3.79,297,25.603449,533,34.101089,536.10901,34.299999,33,2.1113243,949,60.716572
1400000US06037503000,6037503000,2021,1490,1237,4.1900001,133,10.751819,499,34.178082,240.89999,16.5,103,6.9127517,903,60.604027
1400000US06037503103,6037503103,2021,1316,1228,4.1199999,152,12.377851,409,31.730022,403.457,31.299999,19,1.443769,774,58.81459
1400000US06037503104,6037503104,2021,688,725,3.8699999,172,23.724138,247,36.755951,172.70401,25.700001,6,.87209302,462,67.151161
1400000US06037503105,6037503105,2021,993,1083,3.78,386,35.641735,392,41.97002,305.418,32.700001,0,0,559,56.29406
1400000US06037503106,6037503106,2021,1184,937,3.21,267,28.495197,500,42.517006,268.12799,22.799999,0,0,685,57.854729
1400000US06037503201,6037503201,2021,1069,844,3.78,102,12.085308,392,38.620689,319.72501,31.5,13,1.2160898,729,68.194572
1400000US06037503202,6037503202,2021,1357,1187,3.5699999,177,14.911542,384,29.135054,419.12399,31.799999,17,1.2527634,844,62.196022
1400000US06037503301,6037503301,2021,1110,860,3.4200001,90,10.465117,426,38.762512,387.94699,35.299999,15,1.3513514,727,65.495499
1400000US06037503302,6037503302,2021,1868,1597,3.3800001,547,34.25172,691,37.883774,428.64001,23.5,12,.6423983,1002,53.640259
1400000US06037503401,6037503401,2021,2273,1538,3.28,508,33.029907,481,21.774559,819.53894,37.099998,0,0,1274,56.049274
1400000US06037503402,6037503402,2021,1330,956,3.05,330,34.518829,440,34.00309,354.556,27.4,0,0,846,63.609024
1400000US06037503501,6037503501,2021,2001,1811,3.5799999,235,12.976256,616,31.70355,404.14398,20.799999,31,1.5492253,1110,55.472263
1400000US06037503502,6037503502,2021,1191,1242,3.8900001,84,6.7632852,491,44.075405,311.92001,28,6,.50377834,839,70.445007
1400000US06037503601,6037503601,2021,1215,758,3.27,143,18.865435,374,30.934656,442.49399,36.599998,0,0,744,61.23457
1400000US06037503602,6037503602,2021,1194,718,3.3499999,140,19.498608,366,31.853786,523.94397,45.599998,15,1.2562814,751,62.897823
1400000US06037503701,6037503701,2021,1638,943,2.8,154,16.330858,423,25.96685,602.72998,37,6,.36630037,957,58.424908
1400000US06037503702,6037503702,2021,1773,1381,3.1500001,175,12.671977,673,39.196274,499.647,29.1,0,0,1257,70.896782
1400000US06037503704,6037503704,2021,1991,400,2.3099999,67,16.75,260,13.319673,1225.856,62.799999,0,0,1239,62.230034
1400000US06037503705,6037503705,2021,1093,505,2.6600001,0,0,291,26.944445,546.47998,50.599998,54,4.9405308,647,59.194878
1400000US06037503801,6037503801,2021,1196,723,3.02,184,25.449516,346,29.173693,443.56403,37.400002,0,0,680,56.856186
1400000US06037503802,6037503802,2021,1693,938,3.1199999,445,47.441364,539,31.836975,558.69,33,0,0,988,58.357944
1400000US06037503901,6037503901,2021,719,443,3.1900001,64,14.446953,153,21.95122,285.073,40.900002,3,.41724616,456,63.421417
1400000US06037503902,6037503902,2021,1502,1438,3.6700001,82,5.7023644,496,33.022636,509.17801,33.900002,0,0,1075,71.571236
1400000US06037504001,6037504001,2021,1501,743,2.47,125,16.823689,306,21.748402,524.81097,37.299999,0,0,622,41.439041
1400000US06037504002,6037504002,2021,1499,1323,3.55,253,19.123205,597,39.82655,476.68198,31.799999,4,.26684457,1059,70.647095
1400000US06037504101,6037504101,2021,1397,981,3.51,103,10.499491,363,27.816092,651.19501,49.900002,0,0,774,55.404438
1400000US06037504200,6037504200,2021,2323,1587,3.24,266,16.761185,678,29.828421,900.10797,39.599998,8,.34438226,1210,52.087818
1400000US06037530005,6037530005,2021,1390,552,2.9300001,106,19.202898,212,17.014446,791.21002,63.5,10,.71942449,801,57.6259
1400000US06037530006,6037530006,2021,1693,1061,3.01,239,22.525919,445,26.986052,445.23001,27,0,0,787,46.485527
1400000US06037530007,6037530007,2021,2191,1210,3.1500001,320,26.446281,580,27.951807,939.97498,45.299999,18,.82154268,1196,54.586948
1400000US06037530101,6037530101,2021,1759,1107,3.0799999,624,56.368565,461,27.261974,625.66998,37,0,0,734,41.728256
1400000US06037530102,6037530102,2021,1663,746,2.98,214,28.686327,380,24.111675,701.32001,44.5,11,.66145521,788,47.384247
1400000US06037530202,6037530202,2021,1374,758,3.3399999,291,38.390503,248,19.224806,610.16998,47.299999,11,.80058223,657,47.816593
1400000US06037530203,6037530203,2021,988,527,2.8199999,132,25.047438,233,26.062639,276.246,30.9,7,.70850199,516,52.226719
1400000US06037530204,6037530204,2021,1227,806,3.24,173,21.46402,328,27.356131,231.407,19.299999,10,.81499594,566,46.128769
1400000US06037530301,6037530301,2021,616,483,3.51,210,43.47826,207,34.214874,243.21001,40.200001,0,0,298,48.376625
1400000US06037530302,6037530302,2021,1989,1436,3.29,273,19.011143,551,28.343622,624.02399,32.099998,0,0,1193,59.979889
1400000US06037530400,6037530400,2021,1251,1047,3.22,472,45.081184,364,30.926083,549.659,46.700001,0,0,504,40.287769
1400000US06037530500,6037530500,2021,1147,874,3.8199999,355,40.617847,324,29.535095,419.05402,38.200001,0,0,617,53.792503
1400000US06037530603,6037530603,2021,1302,972,3.6500001,236,24.279835,369,29.710144,391.23001,31.5,14,1.0752689,697,53.533028
1400000US06037530700,6037530700,2021,586,388,3.6700001,68,17.525774,151,27.60512,172.85201,31.6,0,0,379,64.675766
1400000US06037530801,6037530801,2021,1531,1442,4.1500001,296,20.527046,552,40.11628,305.47202,22.200001,0,0,907,59.242325
1400000US06037530802,6037530802,2021,875,662,3.6700001,212,32.02417,254,30.528847,258.75201,31.1,0,0,444,50.742859
1400000US06037530901,6037530901,2021,967,1154,4.2199998,215,18.63085,374,39.244492,186.78801,19.6,22,2.2750776,596,61.633919
1400000US06037530902,6037530902,2021,1242,1116,3.27,491,43.996414,358,30.494038,522.42999,44.5,0,0,448,36.070854
1400000US06037531000,6037531000,2021,1281,1462,4.2800002,375,25.649796,449,36.713001,293.51999,24,0,0,698,54.488682
1400000US06037531101,6037531101,2021,1218,1573,4.6399999,544,34.583599,376,32.027256,307.58801,26.200001,14,1.1494253,572,46.962234
1400000US06037531102,6037531102,2021,864,512,3.3,219,42.773438,208,24.732462,301.91901,35.900002,0,0,378,43.75
1400000US06037531201,6037531201,2021,1227,1203,3.8,366,30.423941,486,42.781689,405.552,35.700001,0,0,571,46.536266
1400000US06037531202,6037531202,2021,1203,1459,3.9100001,291,19.945168,571,50.530975,284.76001,25.200001,0,0,685,56.940979
1400000US06037531301,6037531301,2021,1447,1784,3.8599999,507,28.419283,596,42.816093,474.67197,34.099998,0,0,756,52.246025
1400000US06037531302,6037531302,2021,1465,1716,4,327,19.055944,677,47.575546,303.099,21.299999,0,0,879,60
1400000US06037531502,6037531502,2021,803,928,4.0300002,349,37.607758,308,38.356163,172.645,21.5,0,0,419,52.179329
1400000US06037531503,6037531503,2021,849,579,3.3199999,198,34.196892,216,27.067669,209.076,26.200001,0,0,278,32.744404
1400000US06037531504,6037531504,2021,1067,1069,4.3600001,375,35.079514,287,30.893435,272.19699,29.299999,0,0,517,48.453609
1400000US06037531602,6037531602,2021,1126,1168,4,524,44.863014,346,33.657589,263.168,25.6,0,0,509,45.204262
1400000US06037531603,6037531603,2021,965,971,3.8800001,417,42.945415,305,32.275131,284.44501,30.1,0,0,466,48.290157
1400000US06037531604,6037531604,2021,864,875,3.98,136,15.542857,314,38.014526,241.192,29.200001,0,0,495,57.291668
1400000US06037531701,6037531701,2021,1453,1567,4.23,432,27.568602,609,43.468952,372.66602,26.6,0,0,865,59.532001
1400000US06037531702,6037531702,2021,1499,1182,3.47,547,46.277496,445,31.537916,452.93097,32.099998,6,.40026686,546,36.424282
1400000US06037531800,6037531800,2021,1414,1192,3.5599999,377,31.627518,431,31.925926,395.54999,29.299999,0,0,612,43.281471
1400000US06037531901,6037531901,2021,1841,1269,3.51,294,23.167849,550,31.958164,383.78299,22.299999,0,0,850,46.170559
1400000US06037531902,6037531902,2021,1157,1036,3.98,293,28.281853,313,27.217392,404.80002,35.200001,0,0,685,59.204842
1400000US06037532001,6037532001,2021,1018,643,3.0999999,31,4.8211508,260,27.196653,313.56799,32.799999,9,.88408643,588,57.760315
1400000US06037532002,6037532002,2021,1062,947,3.4300001,323,34.107708,353,34.439026,315.69998,30.799999,36,3.3898306,611,57.532955
1400000US06037532101,6037532101,2021,1956,2343,3.8499999,1014,43.277847,710,37.056366,490.496,25.6,0,0,945,48.312885
1400000US06037532102,6037532102,2021,974,784,3.8800001,177,22.57653,313,34.245075,371.08398,40.599998,0,0,577,59.240246
1400000US06037532200,6037532200,2021,1812,1823,3.9400001,828,45.41964,623,35.498577,372.06003,21.200001,24,1.3245033,820,45.253864
1400000US06037532302,6037532302,2021,1218,1121,3.97,222,19.803747,441,37.183811,517.09601,43.599998,0,0,699,57.389164
1400000US06037532303,6037532303,2021,1277,850,3.4000001,296,34.823528,260,20.36022,619.34497,48.5,0,0,610,47.768208
1400000US06037532304,6037532304,2021,1064,620,3.24,160,25.806452,314,30.396902,429.728,41.599998,0,0,523,49.154137
1400000US06037532500,6037532500,2021,1131,1186,3.76,515,43.423271,490,44.303799,319.634,28.9,0,0,545,48.187447
1400000US06037532605,6037532605,2021,1239,896,3.3499999,167,18.638393,572,49.098713,455.51498,39.099998,0,0,622,50.201775
1400000US06037532606,6037532606,2021,1233,846,3.1300001,180,21.276596,399,32.920792,271.48801,22.4,5,.40551502,559,45.336578
1400000US06037532607,6037532607,2021,1365,1584,4.0700002,551,34.785355,632,47.734138,332.32401,25.1,4,.29304031,759,55.604397
1400000US06037532700,6037532700,2021,745,925,4.4000001,150,16.216217,365,49.931599,184.21201,25.200001,0,0,497,66.711411
1400000US06037532800,6037532800,2021,992,1626,4.7800002,327,20.110701,468,50.376751,178.36801,19.200001,0,0,611,61.592743
1400000US06037532900,6037532900,2021,1675,1951,4.2199998,475,24.346489,622,39.168766,403.35199,25.4,0,0,1009,60.238808
1400000US06037533001,6037533001,2021,1115,1431,4.21,568,39.692524,457,43.5653,413.30603,39.400002,0,0,511,45.829597
1400000US06037533002,6037533002,2021,613,871,4.5100002,194,22.273249,229,39.89547,145.222,25.299999,6,.97879285,360,58.72757
1400000US06037533103,6037533103,2021,754,1066,4.4099998,381,35.741089,325,45.839211,156.689,22.1,0,0,393,52.122017
1400000US06037533104,6037533104,2021,1262,1520,3.8,799,52.565788,579,45.879555,430.34198,34.099998,0,0,587,46.51347
1400000US06037533105,6037533105,2021,663,640,3.96,61,9.53125,294,45.23077,89.049995,13.7,0,0,424,63.951733
1400000US06037533108,6037533108,2021,1321,1249,3.6600001,345,27.622097,529,42.387821,193.44,15.5,4,.30280089,686,51.930355
1400000US06037533201,6037533201,2021,664,675,4.0999999,173,25.629629,281,43.23077,187.2,28.799999,0,0,415,62.5
1400000US06037533204,6037533204,2021,1035,1203,4.4299998,308,25.602659,477,47.32143,241.92,24,0,0,638,61.642513
1400000US06037533300,6037533300,2021,863,1157,3.8499999,314,27.139153,460,55.222088,149.94,18,0,0,488,56.546928
