"A302103 - CBD EJ to Tristate"
"Current date: 1/15/2024 12:51:15 AM (Eastern Standard Time)"
"RESIDENCE","WORKPLACE","Means of Transportation 18","Output","Workers 16 and Over",
"Alabama","Indiana","Worked at home","Estimate","0"
"Alabama","Iowa","Total, means of transportation","Estimate","145"
"Alabama","Iowa","Car, truck, or van -- Drove alone","Estimate","110"
"Alabama","Iowa","Car, truck, or van -- In a 2-person carpool","Estimate","10"
"Alabama","Iowa","Car, truck, or van -- In a 3-person carpool","Estimate","0"
"Alabama","Iowa","Car, truck, or van -- In a 4-person carpool","Estimate","0"
"Alabama","Iowa","Car, truck, or van -- In a 5-or-6-person carpool","Estimate","0"
"Alabama","Iowa","Car, truck, or van -- In a 7-or-more-person carpool","Estimate","0"
"Alabama","Iowa","Bus or trolley bus","Estimate","0"
"Alabama","Iowa","Streetcar or trolley car","Estimate","0"
"Alabama","Iowa","Subway or elevated","Estimate","0"
"Alabama","Iowa","Railroad","Estimate","0"
"Alabama","Iowa","Ferryboat","Estimate","0"
"Alabama","Iowa","Bicycle","Estimate","0"
"Alabama","Iowa","Walked","Estimate","0"
"Alabama","Iowa","Taxicab","Estimate","0"
"Alabama","Iowa","Motorcycle","Estimate","0"
"Alabama","Iowa","Other method","Estimate","30"
"Alabama","Iowa","Worked at home","Estimate","0"
"Alabama","Kansas","Total, means of transportation","Estimate","110"
"Alabama","Kansas","Car, truck, or van -- Drove alone","Estimate","60"
"Alabama","Kansas","Car, truck, or van -- In a 2-person carpool","Estimate","0"
"Alabama","Kansas","Car, truck, or van -- In a 3-person carpool","Estimate","20"
"Alabama","Kansas","Car, truck, or van -- In a 4-person carpool","Estimate","10"
"Alabama","Kansas","Car, truck, or van -- In a 5-or-6-person carpool","Estimate","0"
"Alabama","Kansas","Car, truck, or van -- In a 7-or-more-person carpool","Estimate","0"
"Alabama","Kansas","Bus or trolley bus","Estimate","0"
"Alabama","Kansas","Streetcar or trolley car","Estimate","0"
"Alabama","Kansas","Subway or elevated","Estimate","0"
"Alabama","Kansas","Railroad","Estimate","0"
"Alabama","Kansas","Ferryboat","Estimate","0"
"Alabama","Kansas","Bicycle","Estimate","0"
"Alabama","Kansas","Walked","Estimate","0"
"Alabama","Kansas","Taxicab","Estimate","0"
"Alabama","Kansas","Motorcycle","Estimate","0"
"Alabama","Kansas","Other method","Estimate","25"
"Alabama","Kansas","Worked at home","Estimate","0"
"Alabama","Kentucky","Total, means of transportation","Estimate","580"
"Alabama","Kentucky","Car, truck, or van -- Drove alone","Estimate","375"
"Alabama","Kentucky","Car, truck, or van -- In a 2-person carpool","Estimate","105"
"Alabama","Kentucky","Car, truck, or van -- In a 3-person carpool","Estimate","0"
"Alabama","Kentucky","Car, truck, or van -- In a 4-person carpool","Estimate","0"
"Alabama","Kentucky","Car, truck, or van -- In a 5-or-6-person carpool","Estimate","0"
"Alabama","Kentucky","Car, truck, or van -- In a 7-or-more-person carpool","Estimate","0"
"Alabama","Kentucky","Bus or trolley bus","Estimate","30"
"Alabama","Kentucky","Streetcar or trolley car","Estimate","0"
"Alabama","Kentucky","Subway or elevated","Estimate","0"
"Alabama","Kentucky","Railroad","Estimate","0"
"Alabama","Kentucky","Ferryboat","Estimate","10"
"Alabama","Kentucky","Bicycle","Estimate","0"
"Alabama","Kentucky","Walked","Estimate","40"
"Alabama","Kentucky","Taxicab","Estimate","0"
"Alabama","Kentucky","Motorcycle","Estimate","0"
"Alabama","Kentucky","Other method","Estimate","25"
"Alabama","Kentucky","Worked at home","Estimate","0"
"Alabama","Louisiana","Total, means of transportation","Estimate","3,145"
"Alabama","Louisiana","Car, truck, or van -- Drove alone","Estimate","2,110"
"Alabama","Louisiana","Car, truck, or van -- In a 2-person carpool","Estimate","410"
"Alabama","Louisiana","Car, truck, or van -- In a 3-person carpool","Estimate","40"
"Alabama","Louisiana","Car, truck, or van -- In a 4-person carpool","Estimate","15"
"Alabama","Louisiana","Car, truck, or van -- In a 5-or-6-person carpool","Estimate","90"
"Alabama","Louisiana","Car, truck, or van -- In a 7-or-more-person carpool","Estimate","0"
"Alabama","Louisiana","Bus or trolley bus","Estimate","30"
"Alabama","Louisiana","Streetcar or trolley car","Estimate","0"
"Alabama","Louisiana","Subway or elevated","Estimate","0"
"Alabama","Louisiana","Railroad","Estimate","0"
"Alabama","Louisiana","Ferryboat","Estimate","55"
"Alabama","Louisiana","Bicycle","Estimate","0"
"Alabama","Louisiana","Walked","Estimate","15"
"Alabama","Louisiana","Taxicab","Estimate","0"
"Alabama","Louisiana","Motorcycle","Estimate","0"
"Alabama","Louisiana","Other method","Estimate","380"
"Alabama","Louisiana","Worked at home","Estimate","0"
"Alabama","Maine","Total, means of transportation","Estimate","15"
"Alabama","Maine","Car, truck, or van -- Drove alone","Estimate","10"
"Alabama","Maine","Car, truck, or van -- In a 2-person carpool","Estimate","0"
"Alabama","Maine","Car, truck, or van -- In a 3-person carpool","Estimate","0"
"Alabama","Maine","Car, truck, or van -- In a 4-person carpool","Estimate","0"
"Alabama","Maine","Car, truck, or van -- In a 5-or-6-person carpool","Estimate","0"
"Alabama","Maine","Car, truck, or van -- In a 7-or-more-person carpool","Estimate","0"
"Alabama","Maine","Bus or trolley bus","Estimate","0"
"Alabama","Maine","Streetcar or trolley car","Estimate","0"
"Alabama","Maine","Subway or elevated","Estimate","0"
"Alabama","Maine","Railroad","Estimate","0"
"Alabama","Maine","Ferryboat","Estimate","0"
"Alabama","Maine","Bicycle","Estimate","0"
"Alabama","Maine","Walked","Estimate","4"
"Alabama","Maine","Taxicab","Estimate","0"
"Alabama","Maine","Motorcycle","Estimate","0"
"Alabama","Maine","Other method","Estimate","0"
"Alabama","Maine","Worked at home","Estimate","0"
"Alabama","Maryland","Total, means of transportation","Estimate","215"
"Alabama","Maryland","Car, truck, or van -- Drove alone","Estimate","145"
"Alabama","Maryland","Car, truck, or van -- In a 2-person carpool","Estimate","0"
"Alabama","Maryland","Car, truck, or van -- In a 3-person carpool","Estimate","0"
"Alabama","Maryland","Car, truck, or van -- In a 4-person carpool","Estimate","0"
"Alabama","Maryland","Car, truck, or van -- In a 5-or-6-person carpool","Estimate","4"
"Alabama","Maryland","Car, truck, or van -- In a 7-or-more-person carpool","Estimate","0"
"Alabama","Maryland","Bus or trolley bus","Estimate","0"
"Alabama","Maryland","Streetcar or trolley car","Estimate","0"
"Alabama","Maryland","Subway or elevated","Estimate","0"
"Alabama","Maryland","Railroad","Estimate","4"
"Alabama","Maryland","Ferryboat","Estimate","0"
"Alabama","Maryland","Bicycle","Estimate","0"
"Alabama","Maryland","Walked","Estimate","45"
"Alabama","Maryland","Taxicab","Estimate","0"
"Alabama","Maryland","Motorcycle","Estimate","0"
"Alabama","Maryland","Other method","Estimate","15"
"Alabama","Maryland","Worked at home","Estimate","0"
"Alabama","Massachusetts","Total, means of transportation","Estimate","325"
"Alabama","Massachusetts","Car, truck, or van -- Drove alone","Estimate","275"
"Alabama","Massachusetts","Car, truck, or van -- In a 2-person carpool","Estimate","15"
"Alabama","Massachusetts","Car, truck, or van -- In a 3-person carpool","Estimate","0"
"Alabama","Massachusetts","Car, truck, or van -- In a 4-person carpool","Estimate","0"
"Alabama","Massachusetts","Car, truck, or van -- In a 5-or-6-person carpool","Estimate","0"
"Alabama","Massachusetts","Car, truck, or van -- In a 7-or-more-person carpool","Estimate","0"
"Alabama","Massachusetts","Bus or trolley bus","Estimate","0"
"Alabama","Massachusetts","Streetcar or trolley car","Estimate","0"
"Alabama","Massachusetts","Subway or elevated","Estimate","0"
"Alabama","Massachusetts","Railroad","Estimate","0"
"Alabama","Massachusetts","Ferryboat","Estimate","0"
"Alabama","Massachusetts","Bicycle","Estimate","0"
"Alabama","Massachusetts","Walked","Estimate","0"
"Alabama","Massachusetts","Taxicab","Estimate","0"
"Alabama","Massachusetts","Motorcycle","Estimate","0"
"Alabama","Massachusetts","Other method","Estimate","35"
"Alabama","Massachusetts","Worked at home","Estimate","0"
"Alabama","Michigan","Total, means of transportation","Estimate","315"
"Alabama","Michigan","Car, truck, or van -- Drove alone","Estimate","195"
"Alabama","Michigan","Car, truck, or van -- In a 2-person carpool","Estimate","85"
"Alabama","Michigan","Car, truck, or van -- In a 3-person carpool","Estimate","15"
"Alabama","Michigan","Car, truck, or van -- In a 4-person carpool","Estimate","0"
"Alabama","Michigan","Car, truck, or van -- In a 5-or-6-person carpool","Estimate","0"
"Alabama","Michigan","Car, truck, or van -- In a 7-or-more-person carpool","Estimate","0"
"Alabama","Michigan","Bus or trolley bus","Estimate","20"
"Alabama","Michigan","Streetcar or trolley car","Estimate","0"
"Alabama","Michigan","Subway or elevated","Estimate","0"
"Alabama","Michigan","Railroad","Estimate","0"
"Alabama","Michigan","Ferryboat","Estimate","0"
"Alabama","Michigan","Bicycle","Estimate","0"
"Alabama","Michigan","Walked","Estimate","0"
"Alabama","Michigan","Taxicab","Estimate","0"
"Alabama","Michigan","Motorcycle","Estimate","0"
"Alabama","Michigan","Other method","Estimate","4"
"Alabama","Michigan","Worked at home","Estimate","0"
"Alabama","Minnesota","Total, means of transportation","Estimate","260"
"Alabama","Minnesota","Car, truck, or van -- Drove alone","Estimate","240"
"Alabama","Minnesota","Car, truck, or van -- In a 2-person carpool","Estimate","0"
"Alabama","Minnesota","Car, truck, or van -- In a 3-person carpool","Estimate","0"
"Alabama","Minnesota","Car, truck, or van -- In a 4-person carpool","Estimate","0"
"Alabama","Minnesota","Car, truck, or van -- In a 5-or-6-person carpool","Estimate","0"
"Alabama","Minnesota","Car, truck, or van -- In a 7-or-more-person carpool","Estimate","0"
"Alabama","Minnesota","Bus or trolley bus","Estimate","0"
"Alabama","Minnesota","Streetcar or trolley car","Estimate","0"
"Alabama","Minnesota","Subway or elevated","Estimate","0"
"Alabama","Minnesota","Railroad","Estimate","0"
"Alabama","Minnesota","Ferryboat","Estimate","0"
"Alabama","Minnesota","Bicycle","Estimate","0"
"Alabama","Minnesota","Walked","Estimate","0"
"Alabama","Minnesota","Taxicab","Estimate","0"
"Alabama","Minnesota","Motorcycle","Estimate","0"
"Alabama","Minnesota","Other method","Estimate","25"
"Alabama","Minnesota","Worked at home","Estimate","0"
"Alabama","Mississippi","Total, means of transportation","Estimate","13,940"
"Alabama","Mississippi","Car, truck, or van -- Drove alone","Estimate","12,100"
"Alabama","Mississippi","Car, truck, or van -- In a 2-person carpool","Estimate","1,010"
"Alabama","Mississippi","Car, truck, or van -- In a 3-person carpool","Estimate","220"
"Alabama","Mississippi","Car, truck, or van -- In a 4-person carpool","Estimate","190"
"Alabama","Mississippi","Car, truck, or van -- In a 5-or-6-person carpool","Estimate","65"
"Alabama","Mississippi","Car, truck, or van -- In a 7-or-more-person carpool","Estimate","175"
"Alabama","Mississippi","Bus or trolley bus","Estimate","10"
"Alabama","Mississippi","Streetcar or trolley car","Estimate","0"
"Alabama","Mississippi","Subway or elevated","Estimate","0"
"Alabama","Mississippi","Railroad","Estimate","0"
"Alabama","Mississippi","Ferryboat","Estimate","0"
